locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
PSPTO_RS13505,PSPTO_RS13505,PSPTO2611%2CPSPTO_2611,2902216,2902797,-,ATP phosphoribosyltransferase regulatory subunit,"Translation, ribosomal structure and biogenesis",A0A0Q0BK76
PSPTO_RS13510,PSPTO_RS13510,PSPTO2612%2CPSPTO_2612,2903125,2903628,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A099SVJ8
PSPTO_RS13515,PSPTO_RS13515,PSPTO2613%2CPSPTO_2613,2903711,2904160,-,hypothetical protein,No COG annotation,A0A0N0G6B4
PSPTO_RS13520,PSPTO_RS13520,PSPTO2614%2CPSPTO_2614,2904461,2905300,+,TauD/TfdA family dioxygenase,Energy production and conversion,A0A099SSX9
PSPTO_RS13525,PSPTO_RS13525,,2905391,2905642,+,hypothetical protein,No COG annotation,A0A099SUZ5
PSPTO_RS13530,PSPTO_RS13530,PSPTO2615%2CPSPTO_2615,2905681,2906178,-,GAF domain-containing protein,Signal transduction mechanisms,A0A099SS69
PSPTO_RS13535,PSPTO_RS13535,PSPTO2616%2CPSPTO_2616,2906368,2908293,+,methyl-accepting chemotaxis protein,Cell motility,UPI00062143D7
PSPTO_RS13540,PSPTO_RS13540,PSPTO2617%2CPSPTO_2617,2908370,2909275,-,LysR family transcriptional regulator,Transcription,A0A3M5T5S3
PSPTO_RS13545,PSPTO_RS13545,PSPTO2618%2CPSPTO_2618,2909379,2910581,+,aspartate aminotransferase family protein,Amino acid transport and metabolism,A0A0N8T6T9
PSPTO_RS13550,PSPTO_RS13550,PSPTO_5640,2910705,2911238,+,DUF4174 domain-containing protein,Function unknown,A0A099SUZ0
PSPTO_RS13555,PSPTO_RS13555,PSPTO2620%2CPSPTO_2620,2911293,2911733,-,CBS domain-containing protein,Signal transduction mechanisms,A0A099SS67
PSPTO_RS13560,PSPTO_RS13560,PSPTO2621%2CPSPTO_2621,2911958,2914321,+,DNA polymerase II,"Replication, recombination and repair",A0A3M5KH27
PSPTO_RS13565,PSPTO_RS13565,PSPTO2622%2CPSPTO_2622,2914318,2915163,-,NAD-dependent protein deacetylase,Transcription,A0A0Q0DB28
PSPTO_RS13570,PSPTO_RS13570,PSPTO2623%2CPSPTO_2623,2915330,2916172,+,PhzF family phenazine biosynthesis protein,Function unknown,A0A0Q0BMR5
PSPTO_RS13575,PSPTO_RS13575,PSPTO2624%2CPSPTO_2624,2916314,2917153,-,TIGR03915 family putative DNA repair protein,"Replication, recombination and repair",A0A0Q0D261
PSPTO_RS13580,PSPTO_RS13580,,2917150,2918368,-,putative DNA modification/repair radical SAM protein,Function unknown,
PSPTO_RS13585,lrhA,PSPTO2626%2CPSPTO_2626,2918440,2919312,-,transcriptional regulator LrhA,Transcription,A0A0N0FYJ1
PSPTO_RS13590,PSPTO_RS13590,PSPTO2627%2CPSPTO_2627,2919555,2920397,+,transporter substrate-binding domain-containing protein,Amino acid transport and metabolism,Q882K0
PSPTO_RS13595,PSPTO_RS13595,PSPTO2628%2CPSPTO_2628,2920441,2921175,+,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A0P9PTR9
PSPTO_RS13600,PSPTO_RS13600,PSPTO2629%2CPSPTO_2629,2921165,2921953,+,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A0N0FJM1
PSPTO_RS13605,PSPTO_RS13605,PSPTO2630%2CPSPTO_2630,2921940,2922776,+,amino acid ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0N0FJB6
PSPTO_RS13610,PSPTO_RS13610,PSPTO2631%2CPSPTO_2631,2922804,2923397,+,cysteine dioxygenase family protein,Function unknown,A0A0Q0BKB2
PSPTO_RS13615,metC,PSPTO2632%2CPSPTO_2632,2923595,2926390,+,cystathionine beta-lyase,Amino acid transport and metabolism,A0A0Q0ERW8
PSPTO_RS13620,PSPTO_RS13620,,2926459,2926605,+,hypothetical protein,No COG annotation,UPI000301A63B
PSPTO_RS13625,PSPTO_RS13625,PSPTO2633%2CPSPTO_2633,2926602,2927351,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A261WAY8
PSPTO_RS13630,PSPTO_RS13630,PSPTO2634%2CPSPTO_2634,2927348,2928217,+,metal ABC transporter permease,Inorganic ion transport and metabolism,A0A099ST53
PSPTO_RS13635,PSPTO_RS13635,PSPTO2635%2CPSPTO_2635,2928229,2929125,+,metal ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0Q0HKL5
PSPTO_RS13640,PSPTO_RS13640,PSPTO2636%2CPSPTO_2636,2929175,2930323,-,galactose mutarotase,Carbohydrate transport and metabolism,A0A4P6QJI3
PSPTO_RS13645,PSPTO_RS13645,PSPTO2637%2CPSPTO_2637,2930623,2931495,+,SMP-30/gluconolactonase/LRE family protein,Carbohydrate transport and metabolism,A0A0Q0HKQ2
PSPTO_RS13650,PSPTO_RS13650,PSPTO2638%2CPSPTO_2638,2931657,2932670,+,substrate-binding domain-containing protein,Inorganic ion transport and metabolism,A0A099SS59
PSPTO_RS13655,PSPTO_RS13655,PSPTO2639%2CPSPTO_2639,2932726,2934249,+,L-arabinose ABC transporter ATP-binding protein AraG,Inorganic ion transport and metabolism,A0A0Q0CPG2
PSPTO_RS13660,araH,PSPTO2640%2CPSPTO_2640,2934290,2935255,+,L-arabinose ABC transporter permease AraH,Inorganic ion transport and metabolism,A0A2K4VUM9
PSPTO_RS13665,PSPTO_RS13665,PSPTO2642%2CPSPTO_2642,2935352,2936677,-,HAMP domain-containing histidine kinase,Signal transduction mechanisms,A0A0Q0BCT3
PSPTO_RS13670,PSPTO_RS13670,PSPTO2643%2CPSPTO_2643,2936674,2937375,-,response regulator transcription factor,Signal transduction mechanisms,Q882I4
PSPTO_RS13675,PSPTO_RS13675,PSPTO2644%2CPSPTO_2644,2937426,2938205,-,MipA/OmpV family protein,Cell wall/membrane/envelope biogenesis,A0A0N0WS78
PSPTO_RS13680,PSPTO_RS13680,PSPTO2645%2CPSPTO_2645,2938265,2939854,-,FAD-dependent oxidoreductase,Energy production and conversion,A0A0N0FYI4
PSPTO_RS13685,PSPTO_RS13685,PSPTO2646%2CPSPTO_2646,2940143,2940871,+,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,Transcription,A0A0P9TM88
PSPTO_RS13690,PSPTO_RS13690,PSPTO2647%2CPSPTO_2647,2940935,2941675,+,hypothetical protein,No COG annotation,A0A0N0FYJ3
PSPTO_RS13695,PSPTO_RS13695,PSPTO2648%2CPSPTO_2648,2941675,2942142,+,hypothetical protein,No COG annotation,A0A0N0FYJ0
PSPTO_RS13700,PSPTO_RS13700,PSPTO2649%2CPSPTO_2649,2942262,2943113,+,CAP domain-containing protein,Function unknown,A0A0Q0CPH4
PSPTO_RS13705,PSPTO_RS13705,PSPTO2650%2CPSPTO_2650,2943186,2943347,+,membrane protein,Signal transduction mechanisms,A0A0Q0CPN7
PSPTO_RS13710,PSPTO_RS13710,PSPTO2651%2CPSPTO_2651,2943337,2943714,-,response regulator,Signal transduction mechanisms,A0A0Q0BIP3
PSPTO_RS13715,PSPTO_RS13715,PSPTO2652%2CPSPTO_2652,2943711,2946692,-,GAF domain-containing protein,Signal transduction mechanisms,A0A0Q0ES02
PSPTO_RS13720,mqo,,2947054,2948691,-,malate dehydrogenase (quinone),Energy production and conversion,
PSPTO_RS13725,PSPTO_RS13725,PSPTO2654%2CPSPTO_2654,2949573,2950250,+,(2Fe-2S)-binding protein,Energy production and conversion,A0A0N0WBH4
PSPTO_RS13730,PSPTO_RS13730,PSPTO2655%2CPSPTO_2655,2950250,2951233,+,xanthine dehydrogenase family protein subunit M,Energy production and conversion,A0A0N0WT99
PSPTO_RS13735,PSPTO_RS13735,PSPTO2656%2CPSPTO_2656,2951243,2953459,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A099ST32
PSPTO_RS13740,PSPTO_RS13740,PSPTO2657%2CPSPTO_2657,2953462,2954430,+,XdhC family protein,"Post-translational modification, protein turnover,and chaperones",A0A099SVH1
PSPTO_RS13745,PSPTO_RS13745,PSPTO2658%2CPSPTO_2658,2954411,2955034,-,nucleotidyltransferase family protein,Function unknown,A0A0Q0CD15
PSPTO_RS13750,PSPTO_RS13750,PSPTO2659%2CPSPTO_2659,2955177,2955761,+,flavin reductase family protein,Function unknown,A0A0N1JGS4
PSPTO_RS13755,PSPTO_RS13755,PSPTO2660%2CPSPTO_2660,2956044,2957435,-,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0N0WWK1
PSPTO_RS13760,PSPTO_RS13760,PSPTO2661%2CPSPTO_2661,2957538,2958416,+,LysR family transcriptional regulator,Transcription,A0A099ST27
PSPTO_RS13765,PSPTO_RS13765,PSPTO2662%2CPSPTO_2662,2958422,2959516,-,tartrate dehydrogenase,Energy production and conversion,A0A0N0WV50
PSPTO_RS13770,PSPTO_RS13770,PSPTO2663%2CPSPTO_2663,2959629,2960534,+,LysR family transcriptional regulator,Transcription,A0A099SSG7
PSPTO_RS13775,PSPTO_RS13775,PSPTO2664%2CPSPTO_2664,2960581,2961735,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0N0G114
PSPTO_RS13780,PSPTO_RS13780,PSPTO2665%2CPSPTO_2665,2961732,2962547,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A0N0FJL2
PSPTO_RS13785,PSPTO_RS13785,PSPTO2666%2CPSPTO_2666,2962554,2963492,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A3M5YH00
PSPTO_RS13790,PSPTO_RS13790,PSPTO2667%2CPSPTO_2667,2963495,2964520,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0N0FJP7
PSPTO_RS13795,PSPTO_RS13795,PSPTO2668%2CPSPTO_2668,2964810,2965919,-,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,Coenzyme transport and metabolism,Q882G0
PSPTO_RS13800,PSPTO_RS13800,PSPTO2669%2CPSPTO_2669,2966014,2966304,+,DUF1330 domain-containing protein,Function unknown,A0A099SSG3
PSPTO_RS13805,PSPTO_RS13805,PSPTO2670%2CPSPTO_2670,2966404,2966967,-,NUDIX hydrolase,Nucleotide transport and metabolism,A0A0N0WV84
PSPTO_RS13810,PSPTO_RS13810,PSPTO2671%2CPSPTO_2671,2966969,2967721,-,GntR family transcriptional regulator,Transcription,A0A0P9KWG8
PSPTO_RS13815,PSPTO_RS13815,PSPTO2672%2CPSPTO_2672,2967912,2968397,-,flavin reductase family protein,Transcription,A0A0K8MBG6
PSPTO_RS13820,PSPTO_RS13820,PSPTO2673%2CPSPTO_2673,2968411,2969892,-,aldehyde dehydrogenase,Energy production and conversion,A0A0P9YBW7
PSPTO_RS13825,PSPTO_RS13825,PSPTO2674%2CPSPTO_2674,2969889,2970737,-,alpha/beta fold hydrolase,Lipid transport and metabolism,A0A099SSF7
PSPTO_RS13830,PSPTO_RS13830,PSPTO2675%2CPSPTO_2675,2970772,2971362,-,amino acid synthesis family protein,Function unknown,A0A099SUU5
PSPTO_RS13835,PSPTO_RS13835,PSPTO2676%2CPSPTO_2676,2971649,2972788,+,glutathione-independent formaldehyde dehydrogenase,Energy production and conversion,A0A0Q0CD72
PSPTO_RS13840,PSPTO_RS13840,PSPTO2677%2CPSPTO_2677,2972883,2973743,+,glucose 1-dehydrogenase,Lipid transport and metabolism,A0A099ST13
PSPTO_RS13845,PSPTO_RS13845,PSPTO2678%2CPSPTO_2678,2974074,2974919,+,transglycosylase SLT domain-containing protein,Cell wall/membrane/envelope biogenesis,UPI0002FDC9D9
PSPTO_RS13850,PSPTO_RS13850,,2975153,2975431,+,hypothetical protein,No COG annotation,
PSPTO_RS13855,PSPTO_RS13855,PSPTO2680%2CPSPTO_2680,2975356,2976786,+,NAD-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,A0A0Q0CD33
PSPTO_RS13860,pbpG,PSPTO2681%2CPSPTO_2681,2976862,2977797,-,D-alanyl-D-alanine endopeptidase,Cell wall/membrane/envelope biogenesis,Q882E7
PSPTO_RS13865,PSPTO_RS13865,PSPTO_5641,2978065,2978625,+,hypothetical protein,No COG annotation,A0A099SUT9
PSPTO_RS13870,PSPTO_RS13870,PSPTO2683%2CPSPTO_2683,2978728,2978910,-,hypothetical protein,No COG annotation,A0A0N0FJM4
PSPTO_RS13875,PSPTO_RS13875,PSPTO2684%2CPSPTO_2684,2979083,2979439,-,hypothetical protein,No COG annotation,A0A0N0WC09
PSPTO_RS13880,PSPTO_RS13880,,2979641,2980457,+,shikimate 5-dehydrogenase,Amino acid transport and metabolism,
PSPTO_RS13885,PSPTO_RS13885,PSPTO2686%2CPSPTO_2686,2980482,2981147,-,DUF480 domain-containing protein,Function unknown,A0A0N0FJQ7
PSPTO_RS13890,PSPTO_RS13890,PSPTO2687%2CPSPTO_2687,2981303,2981812,+,DUF1993 domain-containing protein,Function unknown,A0A099SUT4
PSPTO_RS13895,PSPTO_RS13895,PSPTO2688%2CPSPTO_2688,2982076,2983230,+,MFS transporter,Amino acid transport and metabolism,A0A0Q0CXE5
PSPTO_RS13900,nhaR,PSPTO2689%2CPSPTO_2689,2983227,2984129,-,transcriptional activator NhaR,Transcription,Q882D9
PSPTO_RS13905,PSPTO_RS13905,PSPTO2690%2CPSPTO_2690,2984262,2984504,+,lipoprotein,No COG annotation,Q882D8
PSPTO_RS13910,PSPTO_RS13910,PSPTO2691%2CPSPTO_2691,2984539,2985300,+,TerC family protein,Inorganic ion transport and metabolism,A0A0P9P0W9
PSPTO_RS13915,PSPTO_RS13915,PSPTO2692%2CPSPTO_2692,2985402,2985581,-,hypothetical protein,No COG annotation,Q882D6
PSPTO_RS13920,PSPTO_RS13920,PSPTO2693%2CPSPTO_2693,2985801,2986496,+,peptidase C39 family protein,Function unknown,A0A0N0G126
PSPTO_RS13925,PSPTO_RS13925,PSPTO2694%2CPSPTO_2694,2986568,2987851,-,FAD-binding oxidoreductase,Amino acid transport and metabolism,A0A099ST01
PSPTO_RS13940,PSPTO_RS13940,PSPTO2695%2CPSPTO_2695,2988478,2989539,-,SDR family oxidoreductase,Carbohydrate transport and metabolism,A0A099SVE3
PSPTO_RS13945,PSPTO_RS13945,PSPTO2696%2CPSPTO_2696,2989651,2990037,-,NUDIX domain-containing protein,Nucleotide transport and metabolism,A0A0N0FJJ4
PSPTO_RS13950,PSPTO_RS13950,PSPTO2697%2CPSPTO_2697,2990361,2991437,-,NAD(P)-dependent alcohol dehydrogenase,Energy production and conversion,A0A0N0WYL5
PSPTO_RS13955,PSPTO_RS13955,PSPTO2698%2CPSPTO_2698,2991728,2992018,+,hypothetical protein,Signal transduction mechanisms,UPI0002E5EEED
PSPTO_RS13960,PSPTO_RS13960,PSPTO2699%2CPSPTO_2699,2992040,2994622,+,EAL domain-containing protein,Signal transduction mechanisms,A0A0Q0HKN9
PSPTO_RS13965,PSPTO_RS13965,PSPTO2700%2CPSPTO_2700,2994802,2995356,+,hypothetical protein,No COG annotation,A0A0N0WXB3
PSPTO_RS13970,PSPTO_RS13970,PSPTO2701%2CPSPTO_2701,2995844,2996782,-,carbohydrate kinase,Carbohydrate transport and metabolism,A0A0N0G0C5
PSPTO_RS13975,xylB,PSPTO2702%2CPSPTO_2702,2996807,2998288,-,xylulokinase,Carbohydrate transport and metabolism,A0A0N0G0B0
PSPTO_RS13980,PSPTO_RS13980,PSPTO2703%2CPSPTO_2703,2998299,2999780,-,mannitol dehydrogenase family protein,Carbohydrate transport and metabolism,A0A0N0G0A7
PSPTO_RS13985,ugpC,,2999799,3000912,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,Inorganic ion transport and metabolism,
PSPTO_RS13990,PSPTO_RS13990,PSPTO2705%2CPSPTO_2705,3000944,3001777,-,carbohydrate ABC transporter permease,Inorganic ion transport and metabolism,A0A099SYI4
PSPTO_RS13995,PSPTO_RS13995,PSPTO2706%2CPSPTO_2706,3001788,3002720,-,sugar ABC transporter permease,Inorganic ion transport and metabolism,Q882C3
PSPTO_RS14000,PSPTO_RS14000,PSPTO2707%2CPSPTO_2707,3002808,3004130,-,sugar ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A0N0WUG6
PSPTO_RS14005,PSPTO_RS14005,PSPTO2708%2CPSPTO_2708,3004371,3005276,-,AraC family transcriptional regulator,Transcription,A0A0N8THY8
PSPTO_RS14010,PSPTO_RS14010,PSPTO2709%2CPSPTO_2709,3005404,3006189,+,precorrin-6A synthase (deacetylating),Coenzyme transport and metabolism,A0A0P9J0A3
PSPTO_RS14015,PSPTO_RS14015,PSPTO2710%2CPSPTO_2710,3006174,3007496,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A099SYH7
PSPTO_RS14020,PSPTO_RS14020,PSPTO2711%2CPSPTO_2711,3007489,3007848,-,response regulator,Signal transduction mechanisms,A0A099SVP5
PSPTO_RS14025,PSPTO_RS14025,PSPTO2712%2CPSPTO_2712,3008195,3011707,+,response regulator,Signal transduction mechanisms,A0A0Q0BCS8
PSPTO_RS14030,PSPTO_RS14030,PSPTO2713%2CPSPTO_2713,3011781,3012602,+,chemotaxis protein CheR,Cell motility,UPI0002FF8C30
PSPTO_RS14035,PSPTO_RS14035,PSPTO2714%2CPSPTO_2714,3012599,3013213,+,chemotaxis protein CheB,Cell motility,A0A0P9TMC4
PSPTO_RS14040,PSPTO_RS14040,PSPTO2715%2CPSPTO_2715,3013207,3014388,+,hybrid sensor histidine kinase/response regulator,Signal transduction mechanisms,A0A0N0FJH2
PSPTO_RS14045,PSPTO_RS14045,PSPTO2716%2CPSPTO_2716,3014480,3014857,+,response regulator,Signal transduction mechanisms,A0A099SVN8
PSPTO_RS14050,PSPTO_RS14050,PSPTO2717%2CPSPTO_2717,3014885,3016915,-,response regulator,Signal transduction mechanisms,A0A0Q0BIR9
PSPTO_RS14055,PSPTO_RS14055,PSPTO2718%2CPSPTO_2718,3016912,3018396,-,AAA family ATPase,Signal transduction mechanisms,A0A099SYT3
PSPTO_RS14060,PSPTO_RS14060,PSPTO2719%2CPSPTO_2719,3018617,3019429,+,crotonase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0N0X0Y5
PSPTO_RS14065,nudC,PSPTO2720%2CPSPTO_2720,3019482,3020318,+,NAD(+) diphosphatase,"Replication, recombination and repair",A0A0N0WBZ9
PSPTO_RS14070,PSPTO_RS14070,PSPTO2721%2CPSPTO_2721,3020286,3021065,-,TSUP family transporter,Function unknown,A0A099SYG3
PSPTO_RS14075,PSPTO_RS14075,PSPTO2722%2CPSPTO_2722,3021171,3022319,-,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A5E9NDE5
PSPTO_RS14080,PSPTO_RS14080,PSPTO2723%2CPSPTO_2723,3022420,3023187,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0N1JJH6
PSPTO_RS14085,PSPTO_RS14085,PSPTO2724%2CPSPTO_2724,3023215,3024282,-,phosphotransferase family protein,Function unknown,A0A0N0G580
PSPTO_RS14090,PSPTO_RS14090,PSPTO2725%2CPSPTO_2725,3024485,3024802,-,SCP2 sterol-binding domain-containing protein,Lipid transport and metabolism,A0A099SVT1
PSPTO_RS14095,PSPTO_RS14095,PSPTO2726%2CPSPTO_2726,3024858,3025568,-,histidine phosphatase family protein,Carbohydrate transport and metabolism,A0A099SYF6
PSPTO_RS14100,sohB,PSPTO2728%2CPSPTO_2728,3025774,3026796,+,protease SohB,"Post-translational modification, protein turnover,and chaperones",A0A0N0G586
PSPTO_RS14105,PSPTO_RS14105,,3026845,3026977,-,DUF1534 domain-containing protein,No COG annotation,
PSPTO_RS14110,PSPTO_RS14110,PSPTO2729%2CPSPTO_2729,3027056,3027550,-,DUF934 domain-containing protein,Function unknown,A0A0N1JGJ5
PSPTO_RS14115,PSPTO_RS14115,PSPTO2730%2CPSPTO_2730,3027534,3029192,-,nitrite/sulfite reductase,Energy production and conversion,A0A099SWN9
PSPTO_RS14120,PSPTO_RS14120,PSPTO2731%2CPSPTO_2731,3029742,3030842,+,ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A3M5YIC8
PSPTO_RS14125,metH,PSPTO2732%2CPSPTO_2732,3030852,3034571,-,methionine synthase,Coenzyme transport and metabolism,A0A0N0WSS7
PSPTO_RS14130,PSPTO_RS14130,PSPTO2733%2CPSPTO_2733,3034729,3037041,+,fatty acid cis/trans isomerase,Cell wall/membrane/envelope biogenesis,A0A0P9TDX0
PSPTO_RS14135,PSPTO_RS14135,PSPTO2734%2CPSPTO_2734,3037217,3038239,+,acyltransferase,Lipid transport and metabolism,Q881Z5
PSPTO_RS14140,nfuA,PSPTO2735%2CPSPTO_2735,3038310,3038903,+,Fe-S biogenesis protein NfuA,Energy production and conversion,A0A0N0EZQ8
PSPTO_RS14145,PSPTO_RS14145,PSPTO2736%2CPSPTO_2736,3039164,3041113,-,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,Lipid transport and metabolism,A0A0Q0BGG3
PSPTO_RS14150,PSPTO_RS14150,PSPTO2737%2CPSPTO_2737,3041110,3041958,-,gamma-carboxygeranoyl-CoA hydratase,Lipid transport and metabolism,A0A0N1JIC7
PSPTO_RS14155,PSPTO_RS14155,PSPTO2738%2CPSPTO_2738,3041973,3043580,-,methylcrotonoyl-CoA carboxylase,Lipid transport and metabolism,A0A0P9TV84
PSPTO_RS14160,PSPTO_RS14160,PSPTO2739%2CPSPTO_2739,3043594,3044757,-,isovaleryl-CoA dehydrogenase,Energy production and conversion,A0A0N0WXH8
PSPTO_RS14165,PSPTO_RS14165,,3044941,3045216,+,hypothetical protein,No COG annotation,UPI0013305154
PSPTO_RS14170,PSPTO_RS14170,PSPTO2740%2CPSPTO_2740,3045260,3046282,+,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7
PSPTO_RS14175,PSPTO_RS14175,PSPTO2741%2CPSPTO_2741,3046279,3047088,+,AAA family ATPase,"Replication, recombination and repair",A0A099SW04
PSPTO_RS14180,PSPTO_RS14180,PSPTO2742%2CPSPTO_2742,3047462,3048361,-,hydroxymethylglutaryl-CoA lyase,Amino acid transport and metabolism,A0A0N0WXQ9
PSPTO_RS14185,PSPTO_RS14185,PSPTO2743%2CPSPTO_2743,3048392,3048784,-,MerR family DNA-binding transcriptional regulator,Transcription,A0A0N0G371
PSPTO_RS14190,PSPTO_RS14190,PSPTO2744%2CPSPTO_2744,3048952,3049881,-,LysR family transcriptional regulator,Transcription,A0A099SYD5
PSPTO_RS14195,PSPTO_RS14195,PSPTO2745%2CPSPTO_2745,3050066,3051295,+,acyl-CoA dehydrogenase,Energy production and conversion,A0A0Q0I8P2
PSPTO_RS14200,PSPTO_RS14200,PSPTO2746%2CPSPTO_2746,3051325,3052668,-,phosphate ABC transporter substrate-binding/OmpA family protein,Cell wall/membrane/envelope biogenesis,UPI0006221C59
PSPTO_RS14205,xthA,PSPTO2747%2CPSPTO_2747,3052800,3053612,-,exodeoxyribonuclease III,"Replication, recombination and repair",A0A0N1JIM8
PSPTO_RS14210,PSPTO_RS14210,PSPTO2748%2CPSPTO_2748,3053803,3054474,+,GNAT family N-acetyltransferase,Transcription,A0A0N0WYT8
PSPTO_RS14215,PSPTO_RS14215,PSPTO2749%2CPSPTO_2749,3054534,3056258,+,outer membrane protein assembly factor,Cell wall/membrane/envelope biogenesis,A0A0Q0DHG1
PSPTO_RS14220,PSPTO_RS14220,PSPTO2750%2CPSPTO_2750,3056264,3059944,+,translocation/assembly module TamB,Function unknown,UPI0002E71596
PSPTO_RS14225,PSPTO_RS14225,PSPTO2751%2CPSPTO_2751,3060050,3060967,+,LysR family transcriptional regulator,Transcription,A0A0Q0D8P9
PSPTO_RS14230,tpx,PSPTO2752%2CPSPTO_2752,3061058,3061558,+,thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A099SYQ7
PSPTO_RS14235,PSPTO_RS14235,PSPTO2753%2CPSPTO_2753,3061710,3063011,+,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,A0A0N0G375
PSPTO_RS14240,PSPTO_RS14240,,3063008,3066119,+,MdtB/MuxB family multidrug efflux RND transporter permease subunit,Defense mechanisms,
PSPTO_RS14245,PSPTO_RS14245,PSPTO2755%2CPSPTO_2755,3066116,3069223,+,efflux RND transporter permease subunit,Defense mechanisms,A0A0Q0BQA0
PSPTO_RS14250,PSPTO_RS14250,PSPTO2756%2CPSPTO_2756,3069220,3070692,+,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,A0A0N8T743
PSPTO_RS14255,PSPTO_RS14255,PSPTO2757%2CPSPTO_2757,3070860,3072971,+,bifunctional diguanylate cyclase/phosphodiesterase,Signal transduction mechanisms,A0A0Q0CU52
PSPTO_RS14260,PSPTO_RS14260,PSPTO2758%2CPSPTO_2758,3073084,3073830,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A099SVP8
PSPTO_RS29895,PSPTO_RS29895,PSPTO2759%2CPSPTO_2759,3073877,3074020,-,hypothetical protein,No COG annotation,UPI000319C797
PSPTO_RS14265,PSPTO_RS14265,PSPTO2760%2CPSPTO_2760,3074330,3076348,+,alpha-1%2C4-glucan--maltose-1-phosphate maltosyltransferase,Carbohydrate transport and metabolism,A0A099SYB8
PSPTO_RS14270,treS,PSPTO2761%2CPSPTO_2761,3076368,3079694,+,maltose alpha-D-glucosyltransferase,Carbohydrate transport and metabolism,Q881X1
PSPTO_RS14275,glgB,PSPTO2762%2CPSPTO_2762,3079691,3081916,+,1%2C4-alpha-glucan branching protein GlgB,Nucleotide transport and metabolism,A0A0Q0F9L6
PSPTO_RS14280,PSPTO_RS14280,PSPTO2763%2CPSPTO_2763,3081957,3084611,-,autotransporter outer membrane beta-barrel domain-containing protein,Cell wall/membrane/envelope biogenesis,UPI00031DA619
PSPTO_RS14285,PSPTO_RS14285,PSPTO2764%2CPSPTO_2764,3084908,3086101,-,MFS transporter,Amino acid transport and metabolism,UPI0002F22526
PSPTO_RS14290,PSPTO_RS14290,PSPTO2765%2CPSPTO_2765,3086329,3087462,+,lactonase family protein,Carbohydrate transport and metabolism,A0A099SVP2
PSPTO_RS14295,PSPTO_RS14295,PSPTO2766%2CPSPTO_2766,3087525,3089114,-,ABC-F family ATPase,Function unknown,A0A0P9I2E9
PSPTO_RS14300,PSPTO_RS14300,PSPTO2767%2CPSPTO_2767,3089486,3090349,-,LPS biosynthesis protein,Function unknown,A0A0N8RWX6
PSPTO_RS14305,PSPTO_RS14305,,3090786,3090944,+,hypothetical protein,No COG annotation,UPI0013964D3D
PSPTO_RS14310,PSPTO_RS14310,PSPTO2769%2CPSPTO_2769,3091241,3091942,+,DUF3053 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0N0WCI0
PSPTO_RS14315,PSPTO_RS14315,PSPTO2771%2CPSPTO_2771,3092030,3092578,+,GNAT family N-acetyltransferase,Transcription,A0A0Q0BRV2
PSPTO_RS14320,PSPTO_RS14320,PSPTO2772%2CPSPTO_2772,3092691,3093116,+,DUF3830 family protein,Function unknown,A0A099SYA9
PSPTO_RS14325,PSPTO_RS14325,PSPTO2773%2CPSPTO_2773,3093232,3093675,+,hemerythrin domain-containing protein,Function unknown,A0A0N0G3A6
PSPTO_RS29900,PSPTO_RS29900,PSPTO2774%2CPSPTO_2774,3093724,3094083,+,hypothetical protein,No COG annotation,UPI0005C89FA1
PSPTO_RS14335,PSPTO_RS14335,PSPTO2775%2CPSPTO_2775,3094410,3095261,+,transporter substrate-binding domain-containing protein,Amino acid transport and metabolism,A0A099SWI4
